site_id,plot_id,plot_key,variant,label_variant,resolution_m,binary_mask_path,confidence_mask_path,object_id_raster_path,object_table_path,qa_overlay_path,n_objects,n_valid_objects,date_token,source_version,dedup_keep,dedup_reason
calaveras-big-trees,CATCU_0008_20250615_1,CATCU_0008,original,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0008_20250615_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0008_20250615_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0008_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0008_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0008_20250615_1_overlay.png,40,40,20250615,sprint3_original,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0008_20250615_1,CATCU_0008,revised,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0008_20250615_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0008_20250615_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0008_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0008_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0008_20250615_1_overlay.png,10,10,20250615,sprint3_revised,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,2.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,2.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,5.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,5.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,original,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_original,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,revised,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_revised,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,original,base,2.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_mask_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_confidence_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_original,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,revised,base,2.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_mask_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_confidence_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_revised,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,original,base,5.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_mask_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_confidence_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_original,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,revised,base,5.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_mask_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_confidence_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_revised,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,original,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_original,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,revised,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_revised,True,kept_oldest_for_plot_key
independence-lake,CATNF_6040_20250820_1,CATNF_6040,original,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/independence-lake/sprint3_original/CATNF_6040_20250820_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/independence-lake/sprint3_original/CATNF_6040_20250820_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/independence-lake/sprint3_original/CATNF_6040_20250820_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/independence-lake/sprint3_original/CATNF_6040_20250820_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/independence-lake/sprint3_original/CATNF_6040_20250820_1_overlay.png,15,15,20250820,sprint3_original,True,kept_oldest_for_plot_key
independence-lake,CATNF_6040_20250820_1,CATNF_6040,revised,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/independence-lake/sprint3_revised/CATNF_6040_20250820_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/independence-lake/sprint3_revised/CATNF_6040_20250820_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/independence-lake/sprint3_revised/CATNF_6040_20250820_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/independence-lake/sprint3_revised/CATNF_6040_20250820_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/independence-lake/sprint3_revised/CATNF_6040_20250820_1_overlay.png,5,5,20250820,sprint3_revised,True,kept_oldest_for_plot_key
